Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Payment Method,Previous Purchases,Category_Avg_Purchase,Location_Total_Revenue,Item_Avg_Rating,Payment_Method_Count
57,Male,Handbag,Accessories,46,Utah,Summer,3.9,Yes,Credit Card,21,59.83870967741935,4443,3.775163398692811,696
48,Male,Belt,Accessories,70,Tennessee,Summer,4.4,Yes,Credit Card,5,59.83870967741935,4772,3.761490683229814,696
22,Male,Belt,Accessories,29,Alabama,Fall,4.2,Yes,Credit Card,32,59.83870967741935,5261,3.761490683229814,696
36,Male,Dress,Clothing,48,Virginia,Summer,2.9,Yes,Debit Card,34,60.025331030512376,4842,3.7548192771084334,633
18,Male,Dress,Clothing,26,Georgia,Winter,2.9,Yes,Debit Card,21,60.025331030512376,4645,3.7548192771084334,633
48,Male,Pants,Clothing,85,Hawaii,Spring,2.7,Yes,Debit Card,43,60.025331030512376,3752,3.7187134502923977,633
49,Male,Gloves,Accessories,58,Indiana,Spring,4.5,Yes,PayPal,3,59.83870967741935,4655,3.8642857142857143,638
64,Male,Scarf,Accessories,85,Utah,Summer,2.7,Yes,Debit Card,21,59.83870967741935,4443,3.6999999999999997,633
50,Male,Hat,Accessories,43,Delaware,Summer,4.2,Yes,Bank Transfer,32,59.83870967741935,4758,3.806493506493507,632
22,Male,Dress,Clothing,53,Delaware,Summer,3.3,Yes,Debit Card,36,60.025331030512376,4758,3.7548192771084334,633
50,Male,Skirt,Clothing,91,Nebraska,Spring,4.7,Yes,Venmo,50,60.025331030512376,5172,3.7822784810126584,653
38,Male,Jacket,Outerwear,96,Iowa,Winter,2.6,Yes,Bank Transfer,43,57.17283950617284,4201,3.76319018404908,632
19,Male,Sandals,Footwear,72,New York,Summer,3.3,Yes,Credit Card,24,60.25542570951586,5257,3.84125,696
67,Male,Shoes,Footwear,96,Virginia,Summer,2.6,Yes,PayPal,36,60.25542570951586,4842,3.7473333333333336,638
19,Male,Pants,Clothing,28,Georgia,Spring,4.0,Yes,Bank Transfer,21,60.025331030512376,4645,3.7187134502923977,632
36,Male,Dress,Clothing,40,Texas,Summer,4.1,Yes,Debit Card,34,60.025331030512376,4712,3.7548192771084334,633
52,Male,Coat,Outerwear,32,Arizona,Spring,4.4,Yes,Cash,42,57.17283950617284,4326,3.730434782608696,648
53,Male,Sunglasses,Accessories,95,New Mexico,Winter,4.5,Yes,Credit Card,2,59.83870967741935,5014,3.7447204968944097,696
24,Male,Hoodie,Clothing,41,Nevada,Spring,3.7,Yes,Venmo,47,60.025331030512376,5514,3.7192052980132453,653
52,Male,Shoes,Footwear,53,Ohio,Fall,3.7,Yes,Debit Card,44,60.25542570951586,4649,3.7473333333333336,633
33,Male,T-shirt,Clothing,47,Wyoming,Fall,3.5,Yes,Credit Card,35,60.025331030512376,4309,3.7829931972789117,696
47,Male,Jacket,Outerwear,83,California,Fall,3.6,Yes,Bank Transfer,15,57.17283950617284,5605,3.76319018404908,632
25,Male,Hat,Accessories,48,South Carolina,Summer,2.9,Yes,Venmo,29,59.83870967741935,4439,3.806493506493507,653
44,Male,Scarf,Accessories,99,South Carolina,Winter,4.6,Yes,PayPal,18,59.83870967741935,4439,3.6999999999999997,638
61,Male,Jacket,Outerwear,87,Texas,Winter,4.4,Yes,Cash,13,57.17283950617284,4712,3.76319018404908,648
37,Male,Sweater,Clothing,62,Florida,Fall,4.5,Yes,PayPal,46,60.025331030512376,3798,3.767073170731707,638
58,Male,Skirt,Clothing,76,Nevada,Spring,4.6,Yes,Bank Transfer,28,60.025331030512376,5514,3.7822784810126584,632
37,Male,Sneakers,Footwear,100,Missouri,Fall,3.8,Yes,PayPal,48,60.25542570951586,4691,3.7579310344827586,638
32,Male,Gloves,Accessories,73,Delaware,Spring,3.6,Yes,Venmo,43,59.83870967741935,4758,3.8642857142857143,653
21,Male,Shoes,Footwear,92,Virginia,Winter,4.8,Yes,PayPal,37,60.25542570951586,4842,3.7473333333333336,638
20,Male,Jeans,Clothing,67,New York,Spring,2.6,Yes,Cash,20,60.025331030512376,5257,3.648387096774193,648
26,Male,Hoodie,Clothing,40,Missouri,Summer,3.7,Yes,Cash,33,60.025331030512376,4691,3.7192052980132453,648
62,Male,Sunglasses,Accessories,98,South Dakota,Fall,2.7,Yes,PayPal,31,59.83870967741935,4236,3.7447204968944097,638
27,Male,Coat,Outerwear,85,North Dakota,Spring,4.6,Yes,Venmo,50,57.17283950617284,5220,3.730434782608696,653
51,Male,Socks,Clothing,67,Oklahoma,Winter,4.8,Yes,Credit Card,35,60.025331030512376,4376,3.750943396226415,696
54,Male,Boots,Footwear,89,West Virginia,Winter,4.0,Yes,Debit Card,22,60.25542570951586,5174,3.8125,633
55,Male,Sunglasses,Accessories,24,New Hampshire,Spring,4.4,Yes,Bank Transfer,1,59.83870967741935,4219,3.7447204968944097,632
69,Male,Backpack,Accessories,96,New York,Fall,3.6,Yes,Bank Transfer,4,59.83870967741935,5257,3.7524475524475527,632
64,Male,Jacket,Outerwear,35,Minnesota,Summer,3.7,Yes,Cash,31,57.17283950617284,4977,3.76319018404908,648
28,Male,Sneakers,Footwear,67,Maryland,Winter,3.1,Yes,Cash,46,60.25542570951586,4795,3.7579310344827586,648
70,Male,Socks,Clothing,79,Montana,Spring,3.4,Yes,Bank Transfer,32,60.025331030512376,5784,3.750943396226415,632
58,Male,T-shirt,Clothing,85,Alabama,Spring,2.6,Yes,Cash,43,60.025331030512376,5261,3.7829931972789117,648
56,Male,Backpack,Accessories,26,New York,Summer,4.0,Yes,Bank Transfer,26,59.83870967741935,5257,3.7524475524475527,632
26,Male,Belt,Accessories,75,Massachusetts,Summer,5.0,Yes,PayPal,9,59.83870967741935,4384,3.761490683229814,638
37,Male,Gloves,Accessories,65,Florida,Spring,4.3,Yes,Credit Card,28,59.83870967741935,3798,3.8642857142857143,696
44,Male,Hat,Accessories,54,New Jersey,Winter,3.1,Yes,Debit Card,20,59.83870967741935,3802,3.806493506493507,633
70,Male,Coat,Outerwear,95,Massachusetts,Summer,3.7,Yes,Venmo,9,57.17283950617284,4384,3.730434782608696,653
53,Male,Skirt,Clothing,94,Wyoming,Spring,3.8,Yes,Cash,48,60.025331030512376,4309,3.7822784810126584,648
55,Male,Shoes,Footwear,86,Virginia,Spring,3.4,Yes,PayPal,12,60.25542570951586,4842,3.7473333333333336,638
50,Male,Sandals,Footwear,32,South Dakota,Summer,4.6,Yes,Bank Transfer,29,60.25542570951586,4236,3.84125,632
50,Male,Sweater,Clothing,45,Kentucky,Fall,4.8,Yes,Bank Transfer,27,60.025331030512376,4402,3.767073170731707,632
38,Male,Coat,Outerwear,76,Wyoming,Fall,4.3,Yes,Debit Card,44,57.17283950617284,4309,3.730434782608696,633
64,Male,Hat,Accessories,84,West Virginia,Summer,4.0,Yes,PayPal,32,59.83870967741935,5174,3.806493506493507,638
19,Male,Shorts,Clothing,72,Virginia,Winter,4.2,Yes,Cash,11,60.025331030512376,4842,3.7114649681528666,648
40,Male,Backpack,Accessories,40,Washington,Spring,4.8,Yes,Credit Card,44,59.83870967741935,4623,3.7524475524475527,696
57,Male,Sweater,Clothing,89,Louisiana,Fall,3.1,Yes,Debit Card,46,60.025331030512376,4848,3.767073170731707,633
44,Male,Sweater,Clothing,86,Nevada,Spring,3.1,Yes,PayPal,50,60.025331030512376,5514,3.767073170731707,638
49,Male,Shorts,Clothing,54,California,Winter,3.6,Yes,Cash,45,60.025331030512376,5605,3.7114649681528666,648
43,Male,Shorts,Clothing,36,Mississippi,Spring,3.9,Yes,Bank Transfer,48,60.025331030512376,4883,3.7114649681528666,632
24,Male,Sweater,Clothing,89,Mississippi,Winter,4.8,Yes,Venmo,26,60.025331030512376,4883,3.767073170731707,653
20,Male,Scarf,Accessories,32,California,Spring,4.7,Yes,Venmo,21,59.83870967741935,5605,3.6999999999999997,653
24,Male,Dress,Clothing,67,Pennsylvania,Summer,4.2,Yes,Cash,49,60.025331030512376,4926,3.7548192771084334,648
44,Male,Scarf,Accessories,39,Kentucky,Fall,3.7,Yes,Credit Card,13,59.83870967741935,4402,3.6999999999999997,696
28,Male,Skirt,Clothing,29,Maine,Summer,3.9,Yes,PayPal,46,60.025331030512376,4388,3.7822784810126584,638
30,Male,Backpack,Accessories,58,New Mexico,Fall,4.7,Yes,Bank Transfer,42,59.83870967741935,5014,3.7524475524475527,632
52,Male,Sweater,Clothing,65,Montana,Winter,2.5,Yes,Bank Transfer,25,60.025331030512376,5784,3.767073170731707,632
43,Male,Hat,Accessories,94,Texas,Fall,4.9,Yes,Credit Card,25,59.83870967741935,4712,3.806493506493507,696
43,Male,Sandals,Footwear,81,Kansas,Fall,4.1,Yes,PayPal,12,60.25542570951586,3437,3.84125,638
39,Male,Blouse,Clothing,86,South Carolina,Winter,3.3,Yes,Credit Card,4,60.025331030512376,4439,3.683625730994152,696
68,Male,Sneakers,Footwear,43,Colorado,Spring,4.7,Yes,Cash,38,60.25542570951586,4222,3.7579310344827586,648
68,Male,Skirt,Clothing,29,Georgia,Winter,4.4,Yes,Cash,42,60.025331030512376,4645,3.7822784810126584,648
49,Male,Coat,Outerwear,95,Florida,Fall,3.8,Yes,Debit Card,30,57.17283950617284,3798,3.730434782608696,633
63,Male,Shirt,Clothing,28,North Carolina,Fall,3.9,Yes,Bank Transfer,50,60.025331030512376,4742,3.629585798816568,632
56,Male,Gloves,Accessories,46,Virginia,Fall,4.9,Yes,PayPal,45,59.83870967741935,4842,3.8642857142857143,638
37,Male,Jacket,Outerwear,58,Nebraska,Fall,3.1,Yes,PayPal,33,57.17283950617284,5172,3.76319018404908,638
30,Male,Coat,Outerwear,48,Missouri,Fall,2.7,Yes,Bank Transfer,25,57.17283950617284,4691,3.730434782608696,632
19,Male,Shoes,Footwear,43,New Jersey,Fall,3.2,Yes,Credit Card,25,60.25542570951586,3802,3.7473333333333336,696
24,Male,Jewelry,Accessories,95,Missouri,Fall,4.5,Yes,Venmo,44,59.83870967741935,4691,3.756140350877193,653
52,Male,Skirt,Clothing,30,Colorado,Fall,4.0,Yes,Debit Card,21,60.025331030512376,4222,3.7822784810126584,633
63,Male,Shoes,Footwear,64,Idaho,Summer,3.5,Yes,Bank Transfer,31,60.25542570951586,5587,3.7473333333333336,632
37,Male,Gloves,Accessories,90,Wyoming,Fall,2.6,Yes,PayPal,47,59.83870967741935,4309,3.8642857142857143,638
38,Male,Pants,Clothing,76,Delaware,Summer,3.2,Yes,Venmo,14,60.025331030512376,4758,3.7187134502923977,653
35,Male,Boots,Footwear,96,California,Fall,4.9,Yes,Bank Transfer,17,60.25542570951586,5605,3.8125,632
28,Male,Sunglasses,Accessories,47,North Dakota,Fall,4.5,Yes,Debit Card,3,59.83870967741935,5220,3.7447204968944097,633
30,Male,Shirt,Clothing,85,South Carolina,Summer,4.3,Yes,PayPal,42,60.025331030512376,4439,3.629585798816568,638
69,Male,Hoodie,Clothing,55,North Carolina,Winter,3.2,Yes,Debit Card,22,60.025331030512376,4742,3.7192052980132453,633
41,Male,Dress,Clothing,98,Oklahoma,Fall,3.6,Yes,Debit Card,21,60.025331030512376,4376,3.7548192771084334,633
63,Male,Socks,Clothing,77,Maine,Spring,4.3,Yes,Cash,21,60.025331030512376,4388,3.750943396226415,648
35,Male,Shorts,Clothing,26,Missouri,Fall,4.0,Yes,Venmo,40,60.025331030512376,4691,3.7114649681528666,653
36,Male,Hat,Accessories,68,Vermont,Fall,3.0,Yes,Debit Card,1,59.83870967741935,4860,3.806493506493507,633
25,Male,Shirt,Clothing,73,Connecticut,Fall,4.1,Yes,Bank Transfer,50,60.025331030512376,4226,3.629585798816568,632
58,Male,Gloves,Accessories,27,New Hampshire,Fall,3.8,Yes,Debit Card,39,59.83870967741935,4219,3.8642857142857143,633
27,Male,Gloves,Accessories,23,Texas,Summer,4.6,Yes,Bank Transfer,34,59.83870967741935,4712,3.8642857142857143,632
65,Male,Backpack,Accessories,49,North Dakota,Fall,3.0,Yes,Venmo,29,59.83870967741935,5220,3.7524475524475527,653
54,Male,Sunglasses,Accessories,74,California,Summer,3.0,Yes,Credit Card,31,59.83870967741935,5605,3.7447204968944097,696
54,Male,Skirt,Clothing,67,Virginia,Summer,3.4,Yes,PayPal,8,60.025331030512376,4842,3.7822784810126584,638
59,Male,Handbag,Accessories,65,Delaware,Spring,2.6,Yes,Debit Card,5,59.83870967741935,4758,3.775163398692811,633
42,Male,Handbag,Accessories,60,Kentucky,Winter,2.8,Yes,Credit Card,7,59.83870967741935,4402,3.775163398692811,696
46,Male,Sneakers,Footwear,31,Delaware,Fall,4.0,Yes,Cash,30,60.25542570951586,4758,3.7579310344827586,648
33,Male,Gloves,Accessories,27,Arkansas,Fall,4.0,Yes,Venmo,14,59.83870967741935,4828,3.8642857142857143,653
34,Male,Shoes,Footwear,80,Louisiana,Summer,3.0,Yes,Bank Transfer,5,60.25542570951586,4848,3.7473333333333336,632
27,Male,Jacket,Outerwear,30,Nevada,Summer,3.3,Yes,Credit Card,3,57.17283950617284,5514,3.76319018404908,696
52,Male,Shirt,Clothing,25,Wyoming,Fall,2.6,Yes,Venmo,46,60.025331030512376,4309,3.629585798816568,653
29,Male,Shorts,Clothing,35,Virginia,Summer,3.6,Yes,Debit Card,4,60.025331030512376,4842,3.7114649681528666,633
54,Male,Jewelry,Accessories,67,Nebraska,Summer,3.9,Yes,Bank Transfer,42,59.83870967741935,5172,3.756140350877193,632
25,Male,Hat,Accessories,46,Hawaii,Fall,3.4,Yes,PayPal,30,59.83870967741935,3752,3.806493506493507,638
41,Male,Shoes,Footwear,35,Vermont,Winter,3.5,Yes,Venmo,37,60.25542570951586,4860,3.7473333333333336,653
53,Male,Coat,Outerwear,86,Oklahoma,Fall,2.8,Yes,Debit Card,2,57.17283950617284,4376,3.730434782608696,633
53,Male,Backpack,Accessories,81,New Hampshire,Spring,2.7,Yes,Bank Transfer,30,59.83870967741935,4219,3.7524475524475527,632
21,Male,Hoodie,Clothing,42,Kansas,Fall,3.7,Yes,Debit Card,47,60.025331030512376,3437,3.7192052980132453,633
61,Male,Skirt,Clothing,43,Idaho,Fall,4.3,Yes,Debit Card,21,60.025331030512376,5587,3.7822784810126584,633
64,Male,Boots,Footwear,31,Illinois,Fall,4.9,Yes,Debit Card,9,60.25542570951586,5617,3.8125,633
51,Male,Sandals,Footwear,81,South Dakota,Fall,3.3,Yes,Cash,12,60.25542570951586,4236,3.84125,648
32,Male,Pants,Clothing,61,Massachusetts,Summer,4.7,Yes,Venmo,4,60.025331030512376,4384,3.7187134502923977,653
38,Male,Gloves,Accessories,96,Alabama,Summer,2.8,Yes,Venmo,10,59.83870967741935,5261,3.8642857142857143,653
58,Male,Skirt,Clothing,29,Ohio,Spring,3.6,Yes,Bank Transfer,26,60.025331030512376,4649,3.7822784810126584,632
32,Male,Sneakers,Footwear,33,Hawaii,Spring,3.0,Yes,Cash,40,60.25542570951586,3752,3.7579310344827586,648
46,Male,T-shirt,Clothing,32,Wisconsin,Summer,4.5,Yes,Bank Transfer,34,60.025331030512376,4196,3.7829931972789117,632
39,Male,Backpack,Accessories,56,Minnesota,Summer,2.9,Yes,Debit Card,31,59.83870967741935,4977,3.7524475524475527,633
19,Male,Shoes,Footwear,94,Georgia,Spring,3.3,Yes,Credit Card,1,60.25542570951586,4645,3.7473333333333336,696
50,Male,Hoodie,Clothing,53,Arkansas,Spring,3.1,Yes,Credit Card,5,60.025331030512376,4828,3.7192052980132453,696
36,Male,Blouse,Clothing,82,West Virginia,Fall,4.4,Yes,Venmo,4,60.025331030512376,5174,3.683625730994152,653
65,Male,Coat,Outerwear,70,Indiana,Fall,3.0,Yes,Venmo,48,57.17283950617284,4655,3.730434782608696,653
64,Male,Hat,Accessories,76,Utah,Fall,3.9,Yes,Credit Card,29,59.83870967741935,4443,3.806493506493507,696
46,Male,Shoes,Footwear,29,Nebraska,Summer,2.9,Yes,Venmo,12,60.25542570951586,5172,3.7473333333333336,653
36,Male,Belt,Accessories,100,North Dakota,Fall,3.0,Yes,PayPal,29,59.83870967741935,5220,3.761490683229814,638
51,Male,Backpack,Accessories,94,Missouri,Spring,3.1,Yes,Venmo,15,59.83870967741935,4691,3.7524475524475527,653
51,Male,Jacket,Outerwear,25,New York,Fall,4.3,Yes,Credit Card,34,57.17283950617284,5257,3.76319018404908,696
38,Male,Boots,Footwear,88,Washington,Summer,3.9,Yes,Cash,41,60.25542570951586,4623,3.8125,648
59,Male,Scarf,Accessories,78,South Carolina,Fall,3.2,Yes,Debit Card,41,59.83870967741935,4439,3.6999999999999997,633
57,Male,Jewelry,Accessories,45,Utah,Winter,4.8,Yes,Cash,39,59.83870967741935,4443,3.756140350877193,648
54,Male,Hat,Accessories,73,Idaho,Summer,3.8,Yes,Debit Card,32,59.83870967741935,5587,3.806493506493507,633
25,Male,Dress,Clothing,61,Pennsylvania,Summer,3.3,Yes,PayPal,29,60.025331030512376,4926,3.7548192771084334,638
69,Male,Blouse,Clothing,22,Missouri,Fall,4.3,Yes,Bank Transfer,15,60.025331030512376,4691,3.683625730994152,632
57,Male,Hat,Accessories,38,Nebraska,Spring,2.7,Yes,Bank Transfer,33,59.83870967741935,5172,3.806493506493507,632
70,Male,Scarf,Accessories,38,Indiana,Fall,3.2,Yes,PayPal,18,59.83870967741935,4655,3.6999999999999997,638
24,Male,Sneakers,Footwear,100,Arizona,Fall,4.0,Yes,PayPal,35,60.25542570951586,4326,3.7579310344827586,638
67,Male,Shirt,Clothing,64,Hawaii,Winter,3.0,Yes,Bank Transfer,25,60.025331030512376,3752,3.629585798816568,632
24,Male,T-shirt,Clothing,55,Wisconsin,Summer,4.2,Yes,Venmo,6,60.025331030512376,4196,3.7829931972789117,653
62,Male,Gloves,Accessories,91,Rhode Island,Summer,2.9,Yes,Venmo,17,59.83870967741935,3871,3.8642857142857143,653
57,Male,Skirt,Clothing,38,Wisconsin,Spring,4.1,Yes,Cash,17,60.025331030512376,4196,3.7822784810126584,648
55,Male,Sandals,Footwear,97,Minnesota,Winter,3.2,Yes,Bank Transfer,44,60.25542570951586,4977,3.84125,632
45,Male,Jacket,Outerwear,22,Vermont,Fall,3.0,Yes,Venmo,6,57.17283950617284,4860,3.76319018404908,653
69,Male,Skirt,Clothing,92,South Dakota,Fall,4.2,Yes,Venmo,45,60.025331030512376,4236,3.7822784810126584,653
67,Male,Handbag,Accessories,84,Virginia,Fall,4.2,Yes,Venmo,7,59.83870967741935,4842,3.775163398692811,653
30,Male,Handbag,Accessories,93,Nevada,Fall,4.4,Yes,Cash,11,59.83870967741935,5514,3.775163398692811,648
24,Male,Jacket,Outerwear,50,Hawaii,Summer,4.2,Yes,Cash,41,57.17283950617284,3752,3.76319018404908,648
62,Male,Scarf,Accessories,64,New Jersey,Spring,2.8,Yes,Bank Transfer,24,59.83870967741935,3802,3.6999999999999997,632
43,Male,Shorts,Clothing,61,Massachusetts,Spring,3.7,Yes,Cash,21,60.025331030512376,4384,3.7114649681528666,648
